topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
210,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings",27,"['emerya', 'ensemble', 'muttered', 'groaned', 'asked', 'jensena', 'gesturing', 'laughed', 'reunion', 'feelings', 'luckily', 'nudged', 'disbelievingly', 'pothead', 'shockeda', 'passenger', 'confirmed', 'talk', 'showed', 'pusher', 'jeopardizing', 'cutoff', 'suspected', 'lecturing', 'sidling', 'leaning', 'weirded']",Reunion Conversation In Car,"The couple, reunited after years, converse in a parked car, reminiscing about their past and exploring their feelings.","romance_core, relationship_conflict","setting:car, activity:conversing",False,"The top keywords 'reunion', 'converse', and 'car' indicate a conversation between two people who have reunited. The snippets show them looking at each other ('emeryâs eyes cut to mine again.') and holding hands ('emeryâs hand went into mine again.'), suggesting a romantic or emotional scene.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets suggest tender interactions between the heroine and hero, indicated by phrases like 'emeryâs hand went into mine again'. This aligns with R8, where the hero treats the heroine tenderly, fostering intimacy and growth in their relationship.",0.0
211,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid",27,"['hair', 'blonde', 'waves', 'shoulders', 'bun', 'strands', 'fell', 'swept', 'breeze', 'braid', 'auburn', 'falling', 'silky', 'tendrils', 'wavy', 'bangs', 'pulled', 'highlighted', 'streaks', 'mass', 'shoulder', 'frizzy', 'wore', 'tied', 'styled', 'neck', 'tangled']",Hair Play During Intimacy,"She runs her fingers through his hair, playing with the strands as they sit close together.","romance_core, physical_affection","setting:bedroom, activity:kissing",False,"The top keywords 'hair', 'strands', 'breeze', and 'bun' suggest a focus on hair, while the POS cues and snippets ('in her hair.', 'to match her hair.') indicate a scene of intimacy involving hair play.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on hair, which is often used to convey affection or intimacy in romance narratives, suggests a tender moment between the hero and heroine. However, without more context, it's difficult to be certain.",0.0
212,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight",27,"['desk', 'screen', 'laptop', 'monitor', 'office', 'stare', 'papers', 'drawer', 'chair', 'paperweight', 'lean', 'seat', 'mahogany', 'shuffle', 'grab', 'turn', 'checkbook', 'powerpoint', 'remote', 'grabbing', 'folder', 'work', 'monitors', 'stared', 'pad', 'walk', 'tap']",Office Work At Desk,"She sits at her desk in the office, staring at her computer screen.","domestic_life, work_or_school","setting:office, activity:working",False,"The top keywords 'desk', 'screen', 'laptop', 'monitor', and 'office' indicate a work setting. The snippets show a consistent scene of sitting at a desk and looking at a screen, suggesting focused work.",6.3,Shared Workplaces & Professional Interaction,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about a workplace setting and a desk, with no mention of the heroine or hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc.",0.0
213,"breath, hitches, breathes, deep, breathing, groans, sucked, throat, lungs, blew",27,"['breath', 'hitches', 'breathes', 'deep', 'breathing', 'groans', 'sucked', 'throat', 'lungs', 'blew', 'blows', 'ragged', 'shaky', 'noise', 'took', 'catches', 'breaths', 'moans', 'whimpers', 'coughed', 'exhale', 'gurgling', 'takes', 'heavily', 'exhales', 'inhales', 'shallow']",Deep Breaths During Emotional Moment,"She takes deep, ragged breaths to calm herself during an emotional conversation.","romance_core, relationship_conflict","setting:conversation, activity:emotional_talk",False,"The top keywords 'breath', 'hitches', 'deep', 'breathing', 'ragged' indicate a character taking deep breaths. The snippets show this happening during emotional moments, such as 'she sucks in a breath' and 'âoh, okay.â she sucks in a breath'. This suggests a scene where someone is trying to manage their emotions through their breathing.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and representative snippets do not indicate any specific interaction or development between the heroine and hero. The topic focuses solely on the heroine's brief, isolated reaction, which does not drive the narrative of their relationship forward.",0.0
214,"lottiea, asks, says, question, questiona, omg, connect, answer, say, whata",27,"['lottiea', 'asks', 'says', 'question', 'questiona', 'omg', 'connect', 'answer', 'say', 'whata', 'naughtiest', 'domesticated', 'defiled', 'oooo', 'thankfully', 'second', 'scapegoat', 'yessss', 'extras', 'fazed', 'woulda', 'questions', 'adds', 'treasures', 'funnya', 'nag', 'important']",Evasive Answers,"She asks him questions, but he evades giving direct answers.","relationship_conflict, domestic_life","setting:kitchen, activity:questioning",False,"The top keywords 'question', 'answer', 'evasive' indicate a scene where someone is being asked questions but avoiding giving clear responses. The snippets show a character ('lottie') asking questions and another character ('he') evading them, supporting the label 'Evasive Answers'. The setting of the kitchen is implied by the snippet 'âuh, over to lottieâs.' and the activity of questioning is clear from the keywords and snippets.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a conversation between the hero and heroine that seems to be a moment of tension or disagreement, indicated by the phrase 'one thing you need to get straight, lottie'. This suggests a separation or breakup threat, fitting R7. The main_category of 4.4 also supports this, as it falls under 'Conflict, Distance & Breakup Threats'.",0.0
215,"shocked, dona, stunned, worrying, upset, worries, ia, aback, rattled, shockeda",27,"['shocked', 'dona', 'stunned', 'worrying', 'upset', 'worries', 'ia', 'aback', 'rattled', 'shockeda', 'shock', 'firma', 'honestly', 'taser', 'worrya', 'clouding', 'obnoxiously', 'intoa', 'ogre', 'sixa', 'completely', 'hugely', 'need', 'promise', 'ta', 'wona', 'bigger']",Overprotective Ogre's Sudden Outburst,"An enraged ogre, overprotective of his loved one, suddenly lashes out in a shocking display of anger.","relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'upset', 'enraged', 'overprotective', and 'ogre' indicate a sudden, intense emotional outburst. The snippets confirm this, showing characters expressing shock at the unexpected display of anger.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main_category 'Conflict, Distance & Breakup Threats' and secondary_category 'Violence, Threats & Coercion' suggest a separation or threat of separation between the hero and heroine. The representative snippets ('shocked', 'impressed') imply a reaction to a surprising or intense event, which could be a breakup or a threat to their relationship, fitting R7.",0.0
216,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",27,"['die', 'dead', 'died', 'deaths', 'killed', 'dying', 'mortification', 'murdered', 'murder', 'kills', 'mortifying', 'lifeless', 'alive', 'suicide', 'dies', 'mortified', 'suffer', 'anniversaries', 'gonna', 'thousand', 'mea', 'poorer', 'bareback', 'tunneled', 'purgatory', 'caesar', 'diabetes']",Death And Suicide Conversations,The couple discusses their fears and past experiences with death and suicide.,"relationship_conflict, domestic_life","setting:bedroom, activity:discussion",False,"The keywords 'death', 'suicide', and 'mortification' indicate a serious topic. The snippets show conversations about death and suicide, supporting the label and categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around death and distress, which often triggers the heroine's social identity destruction in romance narratives. The topic keywords and representative snippets suggest a major blow to the heroine's emotional state, leaving her isolated and distressed.",0.0
217,"snarky, innit, arouses, raincheck, hangina, bye, tough, frisky, naw, sidekick",27,"['snarky', 'innit', 'arouses', 'raincheck', 'hangina', 'bye', 'tough', 'frisky', 'naw', 'sidekick', 'listen', 'havena', 'calls', 'deflecting', 'obedient', 'dope', 'showa', 'peg', 'hoo', 'mornina', 'coerce', 'called', 'careful', 'endearment', 'conventional', 'tomorrow', 'coaxed']",Snarky Banter In Morning,She teases him with snarky remarks as they wake up together in the morning.,"romance_core, physical_affection","setting:bedroom, activity:teasing, relationship:long_term",False,"Top keywords 'snarky', 'morning', and 'frisky' indicate a playful, romantic scene. Snippets show a woman using snarky comments to engage with a man in the morning, suggesting a long-term relationship with physical affection.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and tension in the relationship, with the heroine feeling uncomfortable and defensive. The use of 'sweetheart' as a sarcastic or dismissive term by the hero suggests a lack of warmth and emotional connection, indicating a separation or threat of separation (R7).",0.0
218,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics",27,"['pigeon', 'birds', 'duck', 'duckling', 'chirping', 'wings', 'speculate', 'pecking', 'crows', 'antics', 'feathers', 'lizards', 'squawking', 'carnivorous', 'vulture', 'flight', 'birdwatching', 'squawked', 'feeding', 'overhead', 'goose', 'feathered', 'rescue', 'mercenary', 'beings', 'flap', 'peacock']",Birdwatching In Park,"The couple sits on a bench in the park, watching birds and ducks.","romance_core, domestic_life","setting:park, activity:birdwatching",False,"The top keywords 'pigeon', 'birds', 'duckling', 'chirping', and 'wings' indicate a scene involving birds. The snippets mention a pigeon with a difficult past and someone asking if another is a pigeon, suggesting a conversation about birds. The label 'Birdwatching In Park' reflects this, and the scene summary captures the typical scene implied by the topic.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about pigeons and their treatment, with no direct relation to the heroine–hero relationship. It doesn't fit any of Radway's functions and is more about a side character or a metaphor, not the main narrative arc.",0.0
219,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",27,"['assignment', 'humans', 'course', 'actuality', 'picturea', 'enviable', 'did', 'par', 'fixture', 'represented', 'zing', 'principle', 'endearment', 'rig', 'outdoors', 'bravado', 'depended', 'extent', 'apparent', 'epic', 'palpable', 'thing', 'altogether', 'point', 'unknown', 'sort', 'counted']",Human Nature Reflection,She contemplates the complexities of human nature.,"romance_core, relationship_conflict","setting:thoughts, activity:reflecting",False,"The top keyword 'humans' and the repeated phrase 'that was the thing about humans' in the snippets indicate a topic focused on reflecting on human nature. The label and scene_summary capture this introspective scene, and the primary categories 'romance_core' and 'relationship_conflict' are chosen because this reflection is likely tied to her relationships and emotions, even if not explicitly stated.",3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, label, scene summary, and category signals, making it impossible to map to any Radway function. It appears to be a placeholder or an error in the data.",0.0
