topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
254,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked",27,254_mistake_wrong_mistakes_faulty,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's regret and realization of a mistake, which is a defensive response to the hero, fitting R5. The lack of keywords and previous labels/summaries makes the confidence medium."
255,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless",27,255_hotter_smoking_hots_hottest,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets focus on sexual attraction and tension, with phrases like 'hotter' and 'no one is hotter than you'. This aligns with Radway's function R4, where the heroine interprets the hero's behaviour as purely sexual interest."
256,"shh, whew, uh, ah, huh, whata, wrong, whack, wh, ew",27,256_shh_whew_uh_ah,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keyword 'shh' suggests a tender, intimate moment between the hero and heroine, which is characteristic of Radway's function R8 (Hero treats heroine tenderly). However, the lack of other keywords and context makes this a low confidence assignment."
257,"smell, scent, perfume, smells, smelled, air, scents, smelling, distillery, lavender",27,257_smell_scent_perfume_smells,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets revolve around scent, which can be a powerful tool for attraction and tension in romance. The heroine or hero might be using scent to express attraction or repulsion, which fits R4 - Heroine interprets hero's behaviour as purely sexual interest."
258,"austina, youra, parade, happened, flippantly, sidling, abruptly, didna, issues, wherea",27,258_austina_youra_parade_happened,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's main category, 'Bonding, Everyday Intimacy & Growth', suggests a turning point in the relationship. The representative snippets hint at emotional growth and understanding, which aligns with R10 - Heroine reinterprets hero's behaviour as result of previous hurt."
259,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat",27,259_desk_laptop_papers_office,6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the heroine's workplace and professional identity, with no direct interaction or conflict with the hero. Therefore, it does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
260,"nodded, shrugged, scowl, shrug, agreement, gearshift, assertion, tracea, waiter, sullenly",27,260_nodded_shrugged_scowl_shrug,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
261,"doesn, introduce, cajoled, disarming, sangria, teaches, uncompromising, tendencies, horizontal, protocol",27,261_doesn_introduce_cajoled_disarming,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Ella's frustration and anger towards Dane, suggesting a narrative function of reacting antagonistically to the hero (R2). The snippets show Ella fuming at Dane's chauvinistic tendencies and teaching him a lesson, indicating conflict and resistance, which are characteristic of Phase I."
262,"imply, clever, honestly, gives, , , , , , ",27,262_imply_clever_honestly_gives,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets suggest a conflict or threat to the relationship, with phrases like 'fuck and imply' and 'who gives a fuck' indicating a lack of concern or care. The Stage 2 taxonomy also places it under 'Conflict, Distance & Breakup Threats', suggesting a separation or breakup is imminent or occurring, fitting R7."
263,"supposed, whata, question, challenge, true, isna, means, conventional, presumptuous, riddle",27,263_supposed_whata_question_challenge,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
264,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",27,264_lilliea_rubya_daughtera_holds,5.1,Family & Kinship,Social World Outside Couple,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets suggest physical separation or distance between the heroine and hero, as indicated by phrases like 'lillieâs right behind her'. The secondary category 'Conflict, Distance & Breakup Threats' also supports this interpretation. Therefore, the topic typically realizes Radway's function R7 in the heroine–hero romance arc."
265,"just, checking, saya, practicing, record, careful, tune, curveball, easy, peasy",27,265_just_checking_saya_practicing,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not categorized under romance_core or any relationship-related taxonomy group. It's likely background context, not part of the heroine–hero narrative arc."
266,"shots, client, grinned, wouldn, compromising, photos, assured, meridian, explicit, le",27,266_shots_client_grinned_wouldn,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",,,,high,False,R6,Hero retaliates or punishes heroine,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine being coerced into compromising situations by a third party, which can be seen as the hero retaliating or punishing her, thus escalating conflict and inequality (R6). The main taxonomy group 'Violence, Threats & Coercion' further supports this interpretation."
267,"nods, smirks, smirk, knowingly, solemnly, fuss, politely, broaden, fixed, amused",27,267_nods_smirks_smirk_knowingly,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,low,"The topic's representative snippets ('he nods.') suggest a lack of communication or engagement, which could indicate a separation or distance between the hero and heroine. However, the lack of keywords and previous label/summary makes this interpretation uncertain."
268,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props",27,268_ameliea_diary_frowns_tosses,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets mentioning 'you and amelieâ[NAME]?' suggest a separation or breakup threat, fitting R7."
269,"jacksona, looked, boudreauxa, eloquently, selflessness, chuckled, growled, sideways, stony, turned",27,269_jacksona_looked_boudreauxa_eloquently,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main_category of 'Conflict, Distance & Breakup Threats' and the representative snippets suggesting a physical separation ('looked over jacksonâs shoulder') indicate that this topic typically realises R7 - Hero and heroine are physically or emotionally separated."
270,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start",27,270_cried_tears_sobbing_sobbed,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic's representative snippets repeatedly mention crying, indicating distress and emotional turmoil. This aligns with Radway's R1 function, where the heroine experiences a major blow to her social identity or self-concept, leading to isolation and distress."
